author id;created_at;geo;id;lang;like_count;quote_count;reply_count;retweet_count;source;tweet;tweettype;username;tweetcount;followers;following
841473444382310400;2021-12-29 23:55:06+00:00; ;1476341033025691652;en;0;0;0;6;Twitter for iPad;RT @TracyWesterman: #TedLasso gold.   Higgins: Sam what does Xmas remind you of back home in Nigeria. Sam: Colonialism 👏👏👏;retweeted;LocalNews4051;4423;68;277
1358031261537865728;2021-12-29 23:55:04+00:00; ;1476341028277952515;en;0;0;0;118;Twitter for iPhone;RT @0xAbellWorld: Activity 3:   1⃣Follow @0xAbellWorld &amp  Retweet &amp  Tag 3 friends  2⃣send Retweet link &amp  wallet address to #xmas-raffle in D…;retweeted;nacho_piera;828;55;228
1429362001927573512;2021-12-29 23:55:03+00:00; ;1476341023693443076;en;0;0;0;2424;Twitter for Android;RT @king_maoh: Izumi and Ryouma are having an intimate getaway during Xmas.  #LoveStage #Izumi #Ryouma #yaoi #hentai #TheMaohKing https://t…;retweeted;full_moonop;1603;33;1471
1422629511049486347;2021-12-29 23:55:03+00:00; ;1476341020585611266;en;0;0;0;123;Twitter for iPhone;RT @mrsmommare: Time for a Xmas day creampie 🍆 check my ONLYFANS out only 5$  🚨no ppv🚨 https://t.co/5KQ5jmKb1u;retweeted;biocharger0166;1567;144;1459
818873835881496577;2021-12-29 23:55:02+00:00; ;1476341019717238784;en;0;0;0;38;Twitter for iPhone;RT @beardedbttm: Let’s go look at Xmas lights 🥺 https://t.co/rqHurMp0y7;retweeted;RaidenJayden;12469;552;2697
308444820;2021-12-29 23:55:01+00:00; ;1476341012524056582;en;15;0;0;3;Twitter Web App;Also xmas #Jupiter. 1000 x 12 ms Ha 35 nm in Celestron 8  at f/10. https://t.co/0fugf6VQ7A;replied_to;chrfrde;14682;4313;1253
1916971980;2021-12-29 23:55:01+00:00; ;1476341012347985922;en;0;0;0;3933;Twitter Web App;RT @coaimpaul: The government s wine cellars were topped up by £73,000 last year at the height of the pandemic, an increase of £26,000 on t…;retweeted;WestMaz;5637;120;447
1473944291252838406;2021-12-29 23:55:00+00:00; ;1476341010078781442;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;NelsonJ62042367;12;0;6
50266614;2021-12-29 23:55:00+00:00; ;1476341009739100166;en;0;0;0;2124;Twitter for iPhone;RT @PsyopBarbie: After close to a year of discrimination for choosing to be the only unvxxd in the office, (including no invite to Xmas par…;retweeted;Photogirl04;22951;3095;5007
1460153251626586114;2021-12-29 23:55:00+00:00; ;1476341008380006403;en;0;0;0;19528;Twitter for Android;RT @MetakingsAI: ✅We are following our roadmap and working as planned  🔹We already have a Solidproof Audit 🔹CERTIK audit, will be done Jan…;retweeted;Jakirho50094281;72;0;71
1454731645295075333;2021-12-29 23:54:59+00:00; ;1476341005876350978;en;0;0;0;23543;Twitter Web App;RT @SecondLiveReal: $58,000 #BSC Xmas &amp  New Year Gift Box is around the corner!✨✨✨  Limited 500 whitelist places open for application! 🎁🎁🎁…;retweeted;parkerhiix;91;437;826
3319527023;2021-12-29 23:54:56+00:00; ;1476340994903879681;en;1;0;1;0;Twitter for Android;@CathBRFC And haven t took the Xmas tree down yet. Calm down. The season ends in May. From one who knows a Kick in the nuts too often.😉;replied_to;Fulwellendbogs;16077;363;361
1466587078855176196;2021-12-29 23:54:56+00:00; ;1476340993964314626;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;CristianoMallm3;12;1;8
1451885220676833281;2021-12-29 23:54:56+00:00; ;1476340993255378946;en;0;0;0;39;Twitter for Android;RT @SmartBSCNews: 🟡 @GreenLandNFTS has joined the 1st #Xmas Metaverse to be hosted by @SecondLiveReal through @BinanceChain   🟡 #Green Land…;retweeted;Kenjie_025;7626;103;217
1454769220621934594;2021-12-29 23:54:56+00:00; ;1476340991141597188;en;0;0;0;0;Twitter Web App;@_FranArt_ 🎄Do you smell this pleasant sweet-spicy scent? This is a super unique gingerbread man! It even smells special!  ❗️Available for purchase only one day a year - December 31. Price - 0.2 ETH #NFTartist #nftcollectors #NFT #NFTs #NFTdrop #NFTCommunity #Xmas  https://t.co/iclovI4R16;replied_to;Shark_AkylaChan;778;299;395
1184031085820350465;2021-12-29 23:54:55+00:00; ;1476340987786141703;en;0;0;0;64;Twitter for Android;RT @AmericanTwinks: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/GeAqxXK2td ⏪ Also visit Euroboys on https://t.co/bicvzRm1VH [#RT] http…;retweeted;aniskamoune;2926;325;4780
1472490220197228546;2021-12-29 23:54:55+00:00; ;1476340987475681280;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;OscoldTodd;14;0;21
478889950;2021-12-29 23:54:54+00:00; ;1476340985319903232;en;0;0;0;3;Twitter for Android;RT @Boogie_Snacks: xmas finally arrived for me. thanks @HermanMiller for saving my back while making videos in 2022 https://t.co/jAXwgUnlyT;retweeted;CJyou1000YOSH;5648;55;251
1374549032354394112;2021-12-29 23:54:53+00:00; ;1476340978508255235;en;0;0;0;465;Twitter for Android;RT @emiterraxxx: What u want for Xmas? 🎅🏻❤️ https://t.co/ud338r3Nqt;retweeted;TheBestBoys13;10643;46173;15
1237781933381181440;2021-12-29 23:54:51+00:00; ;1476340973726617604;en;0;0;0;46061;Twitter for Android;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;NFTknz;2915;47;1479
1369680908853256194;2021-12-29 23:54:50+00:00; ;1476340969121349633;en;0;0;0;23080;Twitter Web App;RT @dego_finance: 🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.  Complete task…;retweeted;Hiu71383559;5278;74;3210
289322844;2021-12-29 23:54:50+00:00; ;1476340967418568704;en;2;0;1;0;Twitter for Android;I ll be damned it s working! We got gift cards for Amazon for Xmas and hubby wanted to put them towards a Nintendo Switch. So I said sure but the caveat is you can t buy it until you do as I ve been attempting to get you to do for quite some time of cleaning areas;;TrueCrimeJeanne;33207;1506;1965
1368200553424125955;2021-12-29 23:54:47+00:00; ;1476340955779416073;en;0;0;0;0;Twitter for Android;@biminibabes book reading for tonight got it for Xmas  💖 https://t.co/6tYUswCj6Z;;GillyCuppa84;6667;1842;3938
3557299521;2021-12-29 23:54:46+00:00; ;1476340951002005505;en;0;0;0;49;Twitter for Android;RT @pennysuicide: So much to celebrate ♥️💚 over at https://t.co/6niIssbJgh leave some love for our holiday multi! 📸 @heysariaa 🎀 @blodvy_sg…;retweeted;bawe77;4842;96;244
1141874637766348800;2021-12-29 23:54:46+00:00; ;1476340950557499398;en;0;0;0;0;Twitter for iPhone;@elektrotal Oh wow, I remember those! Been building nonstop since Xmas day with our five year old who loves legos;replied_to;SouthernmostDM;2562;383;1759
1280603170037735434;2021-12-29 23:54:45+00:00; ;1476340948561010690;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;Dog91421634;21;13;44
1367227612423213059;2021-12-29 23:54:45+00:00; ;1476340945964646401;en;0;0;0;1717;Twitter for Android;RT @EmilianoVelaOk: Two loads for u! Merry Xmas bitch 💦 https://t.co/d1SYB5mMSm;retweeted;Luisfer73213861;15;9;298
1454769220621934594;2021-12-29 23:54:44+00:00; ;1476340944815460356;en;0;0;0;0;Twitter Web App;@krona_sol 🎄Do you smell this pleasant sweet-spicy scent? This is a super unique gingerbread man! It even smells special!  ❗️Available for purchase only one day a year - December 31. Price - 0.2 ETH #NFTartist #nftcollectors #NFT #NFTs #NFTdrop #NFTCommunity #Xmas  https://t.co/iclovI4R16;replied_to;Shark_AkylaChan;778;299;395
1474023722822602757;2021-12-29 23:54:44+00:00; ;1476340944056328196;en;0;0;0;8;Twitter for iPhone;RT @BenopaOnyx1: Hi @__theasiedua__ how’re you doing  How did your Xmas go?;retweeted;__Jay_1;4787;626;205
927156638963953664;2021-12-29 23:54:44+00:00; ;1476340941485232130;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;futurobtc;92;10;56
773936211756982272;2021-12-29 23:54:42+00:00; ;1476340934166126593;en;0;0;0;935;Twitter Web App;RT @CEOofYaeMiko: ~ xmas genshin giveaway~  i’m doing my first giveaway as i hit 1k followers on christmas day!!🎄  one winner of either: -…;retweeted;_Autostrada_;80;2;63
1452756550951391233;2021-12-29 23:54:41+00:00; ;1476340928973443073;en;1;0;0;0;Twitter Web App;Merry Xmas to me https://t.co/p0ODuJnOtu;;Jpr052;9;6;64
54586092;2021-12-29 23:54:40+00:00; ;1476340926855450625;en;0;0;0;5140;Twitter for Android;RT @PhilHRoberts: Pep “WE NEED 5 SUBS!” - 80 mins, hasn’t made one yet!  Tuchel “ONE MORE CASE IN MIDFIELD AND WE ARE SCREWED!” - Kante, Ba…;retweeted;Slug_23;16818;479;784
1177394908522586115;2021-12-29 23:54:40+00:00; ;1476340923919437832;en;0;0;0;19658;Twitter Web App;RT @Nomiswap: Join #Nomiswap Whitelist to win Gift Box🎁during #BSC Xmas in  @SecondLiveReal !Reward pool reached $54000+ so far!  🧚‍♀️500 l…;retweeted;Slim15098256;3142;404;1478
1326917027722915848;2021-12-29 23:54:39+00:00; ;1476340920614371331;en;0;0;0;46061;Twitter for iPhone;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;Netopsyofc;333;704;790
446165676;2021-12-29 23:54:38+00:00; ;1476340917086965766;en;0;0;0;3933;Twitter for iPhone;RT @coaimpaul: The government s wine cellars were topped up by £73,000 last year at the height of the pandemic, an increase of £26,000 on t…;retweeted;Trekki_Paul1701;12872;236;535
1457448313846960132;2021-12-29 23:54:37+00:00; ;1476340914352234502;en;0;0;0;1;Twitter for iPhone;RT @Shark_AkylaChan: @a_kzntsff 🎄Do you smell this pleasant sweet-spicy scent? This is a super unique gingerbread man! It even smells speci…;retweeted;a_kzntsff;2791;519;419
1130841304299057154;2021-12-29 23:54:37+00:00; ;1476340913462857731;en;0;0;0;4;Twitter for iPhone;RT @AnEastCoastGay: S/o to my boyfriend for getting me a great new chair for Xmas 😘 https://t.co/9LA8XdgGXT;retweeted;extracu29586299;44270;1012;1015
871857756600389633;2021-12-29 23:54:36+00:00; ;1476340910287773698;en;0;0;0;44333;Twitter for Android;RT @CocosBCX: Join #CocosBCX Whitelist to win Gift Box🎁during #BSC Xmas in @SecondLiveReal! Reward pool reached $52000+ so far!  🧚‍♀️500 lu…;retweeted;rhmahadi38;554;16;340
1237725377553932288;2021-12-29 23:54:35+00:00; ;1476340905745473541;en;0;0;0;763;Twitter for iPhone;RT @NexusFks: Little Xmas present for of u, thanks so much for ur kind words, really helped me a lot. Reached the 2k followers, still a LON…;retweeted;boyzzzzz__;353;28;526
1295757430962487297;2021-12-29 23:54:34+00:00; ;1476340899248549888;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;MoissVictor10;37;1;51
158516993;2021-12-29 23:54:33+00:00; ;1476340896660701190;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;leo_luk_lima;67;2;85
1458843486195703817;2021-12-29 23:54:32+00:00; ;1476340892772483083;en;1;0;0;0;Twitter for iPhone;Can we normalize wearing robes around? Got a robe for Xmas and now I live in this thing.;;EoinMorrisseyy;59;17;57
1299898795266899971;2021-12-29 23:54:32+00:00; ;1476340892298399744;en;1;0;0;0;Twitter for Android;@arianxpriority Dm me with your cash tag and paypal for the support of your Xmas celebration♥️♥️♥️;replied_to;lakescornelia;24636;312;474
557266105;2021-12-29 23:54:32+00:00; ;1476340891996594184;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;ProtocYoutuber;65;3;105
1315288041649561602;2021-12-29 23:54:32+00:00; ;1476340891493175298;en;0;0;0;10;Twitter for iPhone;RT @GayhunkVideos: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/tUXgFCzkmY ⏪ Also visit Euroboys on https://t.co/iZ4TuNjSU8 [#RT] https…;retweeted;Mattxxx691;124145;2017;1398
1380879704673116164;2021-12-29 23:54:32+00:00; ;1476340890339880973;en;0;0;0;71;Twitter for iPhone;RT @AltcoinSherpa: A short thread on $ETH, other L1s ( $SOL $AVAX $NEAR), rotating, and breaking down old ideologies  (yes, I realize it s…;retweeted;finpio_crypto;1605;6;282
505836008;2021-12-29 23:54:31+00:00; ;1476340890108973056;en;0;0;0;3;Twitter for iPhone;RT @nancywyuen: My family gifted me @thekoreanvegan book for Xmas and I made jjajangmyun for the first time. I substituted butternut squash…;retweeted;LigayaLoyola;1002448;2088;3319
280720503;2021-12-29 23:54:30+00:00; ;1476340882345451525;en;0;0;0;115;Twitter for Android;RT @Nise_Loftsteinn: Xmas YCH for @Vynrix ❤️❄️✨  #worldofwarcraft #belf #bloodelf https://t.co/vcfxV4a4sI;retweeted;gorouthoma;23227;301;859
811006181816799232;2021-12-29 23:54:29+00:00; ;1476340880541892619;en;0;0;0;46061;Twitter for Android;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;Leonard05905081;38;0;38
1369680908853256194;2021-12-29 23:54:28+00:00; ;1476340877085708292;en;0;0;0;0;Twitter Web App;🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.   Complete tasks to qualify for #Christmas Gift Box and share the reward pool.  ⏰ End: 4th January  #Giveaway #NFT #NFTCommunity @dego_finance https://t.co/iT9wurGHG9;;Hiu71383559;5278;74;3210
1431610304836800516;2021-12-29 23:54:26+00:00; ;1476340866927276036;en;0;0;0;22;Twitter for iPhone;RT @TashaGlasgow21: Come have fun this Xmas 🎁🎁🎁 https://t.co/9L21VrZNSI;retweeted;MMigirlz;12636;1346;402
1474367865868402701;2021-12-29 23:54:24+00:00; ;1476340859402604547;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;pitronikis2010;15;0;15
1129058662058561536;2021-12-29 23:54:23+00:00; ;1476340854923034624;en;0;0;0;11111;Twitter Web App;RT @Coinhub_Wallet: 🎄🎄Xmas Grand Gift is coming!🥳🥳  🎁🎁$10,000 $DOGE giveaway   Tasks ✅Follow @Coinhub_Wallet and retweet with hashtag #Coin…;retweeted;Anuragmehar8;2589;30;1026
1301587358903611392;2021-12-29 23:54:23+00:00; ;1476340853199233025;en;0;0;0;1242;Twitter for iPhone;RT @EmilianoVelaOk: What u want for Xmas? 🎅🏻❤️ https://t.co/Fcn441Xfkf;retweeted;valsplaceathlet;632;99127;272
1445101214337835013;2021-12-29 23:54:19+00:00; ;1476340839408357396;en;0;0;0;44;Twitter for iPhone;RT @arumichwan: Merry xmas and Happy new year my cuties! 7 special nude cosplay pics in my ONLYFANS! Visit me  -  and give me some love  Do…;retweeted;BlueGoddess227;13196;2107;1164
24625637;2021-12-29 23:54:19+00:00; ;1476340838393266176;en;1;0;1;0;Twitter for Android;@madamofthenight Feel free to drop kiddo over today if you need.   Kids got a water slide for Xmas, so we have that set up.;replied_to;_baygull;13431;108;149
1458002327835664385;2021-12-29 23:54:19+00:00; ;1476340836677918727;en;0;0;0;23080;Twitter Web App;RT @dego_finance: 🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.  Complete task…;retweeted;Sheep0vec;205;8;207
1363954780180201477;2021-12-29 23:54:18+00:00; ;1476340835683909635;en;0;0;0;135;Twitter for Android;RT @SavanahRoses: Happy Xmas everyone!! https://t.co/425DsJRIhw;retweeted;DrunkHeels;1128;740;307
1354190880903725056;2021-12-29 23:54:18+00:00; ;1476340832810803205;en;0;0;0;23544;Twitter for Android;RT @SecondLiveReal: $58,000 #BSC Xmas &amp  New Year Gift Box is around the corner!✨✨✨  Limited 500 whitelist places open for application! 🎁🎁🎁…;retweeted;mustafaassaad8;2002;14;684
1461190735395442690;2021-12-29 23:54:17+00:00; ;1476340830797504512;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;shinymewtwo100;5;1;14
1315288041649561602;2021-12-29 23:54:17+00:00; ;1476340829643968513;en;0;0;0;10;Twitter for iPhone;RT @AmericanGayBoys: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/NfYhmx9HRD ⏪ Also visit Euroboys on https://t.co/FdHjNNtVXS [#RT] htt…;retweeted;Mattxxx691;124145;2017;1398
279652026;2021-12-29 23:54:17+00:00; ;1476340827819589633;en;0;0;0;46061;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;taurenmeister;238;53;283
107530591;2021-12-29 23:54:16+00:00; ;1476340826607214592;en;1;0;0;0;Twitter for Mac;@Ahhmandah Terrifying. Their daughter was too young to be vaccinated but seems to be coping fairly well. Still horrid to be that sick for christmas though. They spent almost a full year doing their bit wfh and staying in their bubble and they still couldn’t spend xmas with their family;replied_to;MsBeeton;98707;1489;1604
387333241;2021-12-29 23:54:15+00:00; ;1476340820924116992;en;0;0;0;662;Twitter for iPhone;RT @ProfColinDavis: England Covid case data are grouped into about twenty 5-year age bands. For anyone who’s been paying attention it’ll co…;retweeted;ForWantOfANail;13436;1612;3813
1427278303711293440;2021-12-29 23:54:15+00:00; ;1476340819149811713;en;0;0;0;20236;Twitter for Android;RT @binopoly: Join #Binopoly Whitelist to win Gift Box🎁during #BSC Meta Xmas and New Year in @SecondLiveReal!  🧚‍♀️500 lucky winners qualif…;retweeted;informer24c;3070;69;2358
3197887469;2021-12-29 23:54:13+00:00; ;1476340812044595203;en;3;0;1;0;Twitter for iPhone;@visakanv Right before Xmas I get a call from the head of ResLife asking if I want to withdraw my app because every case involving coke has always been a permanent dismissal but I was like who cares.  So I get back in, start attending classes and then they’re like hey you have a hearing…;replied_to;TheOceanWithAnO;5716;227;3103
1457730212104335361;2021-12-29 23:54:12+00:00; ;1476340809062486017;en;0;0;0;20236;Twitter for Android;RT @binopoly: Join #Binopoly Whitelist to win Gift Box🎁during #BSC Meta Xmas and New Year in @SecondLiveReal!  🧚‍♀️500 lucky winners qualif…;retweeted;Cryptopnb;245;39;256
964522278040911872;2021-12-29 23:54:11+00:00; ;1476340804218019842;en;0;0;0;23080;Twitter for Android;RT @dego_finance: 🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.  Complete task…;retweeted;jofd69;1126;59;770
425171276;2021-12-29 23:54:10+00:00; ;1476340800321687554;en;0;0;0;2124;Twitter for iPad;RT @PsyopBarbie: After close to a year of discrimination for choosing to be the only unvxxd in the office, (including no invite to Xmas par…;retweeted;jonflombee;203608;5640;1921
1859566374;2021-12-29 23:54:08+00:00; ;1476340793669390337;en;160;1;4;3;Twitter for iPhone;My family gifted me @thekoreanvegan book for Xmas and I made jjajangmyun for the first time. I substituted butternut squash for potato and doubled the veggies. It tastes amazing (even if it looks more like curry). https://t.co/tiXTQYdZfi;;nancywyuen;36313;39389;7480
1358178634415165441;2021-12-29 23:54:08+00:00; ;1476340793040330756;en;0;0;0;16;Twitter for iPhone;RT @NftBig1: On a 4 Hour window we ve just seen the most baller sales since before xmas day... https://t.co/KrFPPxjCpz;retweeted;dramashow58;125;826;1421
1239532223172403202;2021-12-29 23:54:07+00:00; ;1476340788153966596;en;0;0;0;271;Twitter for iPhone;RT @tnewtondunn: ...total hosptalisations hit 10,462, and the number of daily admissions in the last 24 hours was up to 1,751 - double what…;retweeted;colcoyle1;571;6;43
1224586451075006465;2021-12-29 23:54:06+00:00; ;1476340783444008962;en;0;0;0;23080;Twitter Web App;RT @dego_finance: 🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.  Complete task…;retweeted;KaneCook5;402;5;291
1454769220621934594;2021-12-29 23:54:06+00:00; ;1476340783305445377;en;0;0;0;0;Twitter Web App;@senpai_eth 🎄Do you smell this pleasant sweet-spicy scent? This is a super unique gingerbread man! It even smells special!  ❗️Available for purchase only one day a year - December 31. Price - 0.2 ETH #NFTartist #nftcollectors #NFT #NFTs #NFTdrop #NFTCommunity #Xmas https://t.co/XA7YryR5v4;replied_to;Shark_AkylaChan;778;299;395
1380283936551669766;2021-12-29 23:54:06+00:00; ;1476340783192154117;en;0;0;0;87;Twitter for Android;RT @ri_oonn: xmas #chaeyoma commissioned by the lovely @.kaeyafucker420 ^^ https://t.co/oWk30K9K3F;retweeted;temirys;154;103;11
618647631;2021-12-29 23:54:06+00:00; ;1476340782584021002;en;0;0;0;1;Twitter for Android;RT @198bell: @doctor_oxford They re cases not people ill. It s a mild cold get a grip and stop trying to scare people also give up the poli…;retweeted;margatesunsets;100861;1331;888
1295514032926068745;2021-12-29 23:54:05+00:00; ;1476340780075732994;en;0;0;0;123;Twitter for iPhone;RT @lookgregs: Been sat here since Xmas Eve and Santa still ain t been down my chimney. https://t.co/WkQHNxTOAs;retweeted;DM28254452;396;68;458
1369069435689054208;2021-12-29 23:54:05+00:00; ;1476340779790573575;en;0;0;0;46062;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;LFinnart;83;645;715
347585900;2021-12-29 23:54:05+00:00; ;1476340779660447746;en;0;0;1;0;Twitter for iPhone;Hey @NFLSHOP2 , stop using @FedEx for delivery, my “guaranteed” by Xmas present for my son still isn’t at my house. It’s the 29th now btw. #fedexsucks;;IAMDJDOC;27;15;31
985414237525655553;2021-12-29 23:54:03+00:00; ;1476340772660080641;en;0;0;1;0;Twitter for iPhone;@goldust02 @realCarrickRyan Cut ur ankle on ur surfboard today ,.. like a family friends lovely old mum cut her hand , badly cutting Xmas ham on Xmas day, give us some love tweets on ur experience this arvo and tonight getting treatment …;replied_to;daveoliver81;6064;424;1045
375577763;2021-12-29 23:54:03+00:00; ;1476340771892645893;en;0;0;0;482;Twitter for iPhone;RT @LateBrakers: Remember when @F1 were having this video deleted left right and centre suggesting a *breach of copyright* when in fact the…;retweeted;oquepensodisto;19350;1741;4957
1136325846678065152;2021-12-29 23:54:02+00:00; ;1476340768226877440;en;0;0;0;271;Twitter for Android;RT @tnewtondunn: ...total hosptalisations hit 10,462, and the number of daily admissions in the last 24 hours was up to 1,751 - double what…;retweeted;FShnerb;112347;3509;3880
1438461563698958338;2021-12-29 23:54:02+00:00; ;1476340766650023938;en;0;0;0;23081;Twitter Web App;RT @dego_finance: 🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.  Complete task…;retweeted;thdung002;351;23;297
1287897074399313921;2021-12-29 23:54:02+00:00; ;1476340765320265734;en;0;0;0;135;Twitter for iPhone;RT @SavanahRoses: Happy Xmas everyone!! https://t.co/425DsJRIhw;retweeted;thistlefernsby;47009;51766;2046
1159841470825676802;2021-12-29 23:54:01+00:00; ;1476340763491373056;en;0;0;0;11;Twitter Web App;RT @maimelodai: Xmas Morning ☕️🎄 #childe #thoma #thomachi https://t.co/vZEJzmgy9S;retweeted;sennyskies;25623;6225;130
1326644594201817090;2021-12-29 23:54:01+00:00; ;1476340761973174273;en;0;0;0;2124;Twitter Web App;RT @PsyopBarbie: After close to a year of discrimination for choosing to be the only unvxxd in the office, (including no invite to Xmas par…;retweeted;JohnCaprani;124;210;856
351092521;2021-12-29 23:53:59+00:00; ;1476340756101091336;en;1;0;1;0;Twitter Web App;@family_martyn It does, I agree. And especially those with pets &amp  sml kids. Flying isn’t an option for some either.  It’ll impact Eurotunnel &amp  those returning to EU after xmas in UK visiting family, unless they amend this. I think they will. People cant leave their cars abroad, surely.;replied_to;imageplotter;31805;4080;2257
1261782934878633984;2021-12-29 23:53:58+00:00; ;1476340751479025668;en;0;0;0;92;Twitter for Android;RT @ts4pleasure2: Perfect Xmas 🎄🎁 @Alexascout @janemarie_xo 😍  @TsBaex2 @kittyisback2 @tsporntrend1 @sissy_trainers @TS_PlayAround @TsQueen…;retweeted;yugithetslover;1148;143;772
1381609378122330115;2021-12-29 23:53:58+00:00; ;1476340748584849409;en;0;0;0;20236;Twitter for Android;RT @binopoly: Join #Binopoly Whitelist to win Gift Box🎁during #BSC Meta Xmas and New Year in @SecondLiveReal!  🧚‍♀️500 lucky winners qualif…;retweeted;imranhossainop;1852;19;1367
1386897886135287812;2021-12-29 23:53:57+00:00; ;1476340745783037953;en;0;0;0;19658;Twitter for Android;RT @Nomiswap: Join #Nomiswap Whitelist to win Gift Box🎁during #BSC Xmas in  @SecondLiveReal !Reward pool reached $54000+ so far!  🧚‍♀️500 l…;retweeted;Sharifu77488379;6131;85;2182
55954417;2021-12-29 23:53:56+00:00; ;1476340742306025481;en;0;0;0;15;Twitter for iPhone;RT @TomGribbin6: #BreakingNews   Little Sad-dick Khant  Got the BOOSTER on Xmas day. In a statement to press he said....   It s great. I ca…;retweeted;myridea;73783;5403;5621
3462507513;2021-12-29 23:53:56+00:00; ;1476340741660188676;en;0;0;0;23081;Twitter for Android;RT @dego_finance: 🎊 Happy holidays, #Dego community! Join the carnival in the First #BSC Xmas in @SecondLiveReal #Metaverse.  Complete task…;retweeted;anthonyihediwa1;1821;186;1399
1399567142010376193;2021-12-29 23:53:54+00:00; ;1476340734877786112;en;0;0;0;1242;Twitter for iPhone;RT @EmilianoVelaOk: What u want for Xmas? 🎅🏻❤️ https://t.co/Fcn441Xfkf;retweeted;Miguee02onlyok;32195;62168;49
1353083319945060362;2021-12-29 23:53:54+00:00; ;1476340734110224384;en;0;0;0;5;Twitter for iPhone;RT @ObeyJazzyb: My community small, bt the love/support is MASSIVE! this yr s JazzyClaus Xmas show was EPIC! thank yall for tunin in &amp  turn…;retweeted;DaWarriorManBe1;1217;19;184
731881628792918016;2021-12-29 23:53:54+00:00; ;1476340733238038528;en;0;0;0;5;Twitter for iPhone;RT @GayhunkVideos: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/tUXgFCzkmY ⏪ Also visit Euroboys on https://t.co/iZ4TuNjSU8 [#RT] https…;retweeted;yldrmkaan2;4428;156;652
